10 Speakers	{"count": 214}
EventTime:2017-09-25 18:01:21.000000	{"count": 1}
EventTime:2017-09-25 18:01:23.000000	{"count": 1}
EventTime:2017-09-25 18:01:46.000000	{"count": 2}
EventTime:2017-09-25 18:01:51.000000	{"count": 1}
EventTime:2017-09-25 18:02:03.000000	{"count": 1}
EventTime:2017-09-25 18:02:13.000000	{"count": 1}
EventTime:2017-09-25 18:02:40.000000	{"count": 2}
EventTime:2017-09-25 18:02:42.000000	{"count": 1}
EventTime:2017-09-25 18:02:52.000000	{"count": 1}
EventTime:2017-09-25 18:02:56.000000	{"count": 1}
EventTime:2017-09-25 18:02:57.000000	{"count": 1}
EventTime:2017-09-25 18:02:59.000000	{"count": 1}
EventTime:2017-09-25 18:03:02.000000	{"count": 2}
EventTime:2017-09-25 18:03:04.000000	{"count": 1}
EventTime:2017-09-25 18:04:15.000000	{"count": 1}
EventTime:2017-09-25 18:04:18.000000	{"count": 1}
EventTime:2017-09-25 18:08:29.000000	{"count": 1}
EventTime:2017-09-25 18:08:37.000000	{"count": 2}
EventTime:2017-09-25 18:08:53.000000	{"count": 1}
EventTime:2017-09-25 18:09:12.000000	{"count": 2}
EventTime:2017-09-25 18:09:16.000000	{"count": 1}
EventTime:2017-09-25 18:09:19.000000	{"count": 1}
EventTime:2017-09-25 18:09:23.000000	{"count": 1}
EventTime:2017-09-25 18:09:40.000000	{"count": 1}
EventTime:2017-09-25 18:09:42.000000	{"count": 1}
EventTime:2017-09-25 18:09:43.000000	{"count": 1}
EventTime:2017-09-25 18:10:04.000000	{"count": 4}
EventTime:2017-09-25 18:10:16.000000	{"count": 2}
EventTime:2017-09-25 18:10:17.000000	{"count": 1}
EventTime:2017-09-25 18:11:14.000000	{"count": 2}
EventTime:2017-09-25 18:11:23.000000	{"count": 1}
EventTime:2017-09-25 18:11:44.000000	{"count": 1}
EventTime:2017-09-25 18:11:50.000000	{"count": 1}
EventTime:2017-09-25 18:12:13.000000	{"count": 2}
EventTime:2017-09-25 18:12:14.000000	{"count": 1}
EventTime:2017-09-25 18:12:16.000000	{"count": 1}
EventTime:2017-09-25 18:12:21.000000	{"count": 1}
EventTime:2017-09-25 18:12:23.000000	{"count": 1}
EventTime:2017-09-25 18:12:31.000000	{"count": 1}
EventTime:2017-09-25 18:12:36.000000	{"count": 1}
EventTime:2017-09-25 18:12:42.000000	{"count": 1}
EventTime:2017-09-25 18:16:05.000000	{"count": 1}
EventTime:2017-09-25 18:16:08.000000	{"count": 1}
EventTime:2017-09-25 18:16:09.000000	{"count": 1}
EventTime:2017-09-25 18:16:12.000000	{"count": 1}
EventTime:2017-09-25 18:16:50.000000	{"count": 1}
EventTime:2017-09-25 18:16:54.000000	{"count": 1}
EventTime:2017-09-25 18:16:58.000000	{"count": 4}
EventTime:2017-09-25 18:17:59.000000	{"count": 1}
EventTime:2017-09-25 18:18:26.000000	{"count": 2}
EventTime:2017-09-25 18:18:29.000000	{"count": 1}
EventTime:2017-09-25 18:24:34.000000	{"count": 2}
EventTime:2017-09-25 18:24:36.000000	{"count": 2}
EventTime:2017-09-25 18:24:40.000000	{"count": 1}
EventTime:2017-09-25 18:24:46.000000	{"count": 1}
EventTime:2017-09-25 18:24:48.000000	{"count": 1}
EventTime:2017-09-25 18:24:49.000000	{"count": 1}
EventTime:2017-09-25 18:24:52.000000	{"count": 1}
EventTime:2017-09-25 18:24:54.000000	{"count": 2}
EventTime:2017-09-25 18:27:33.000000	{"count": 2}
EventTime:2017-09-25 18:31:53.000000	{"count": 2}
EventTime:2017-09-25 18:32:00.000000	{"count": 1}
EventTime:2017-09-25 18:32:25.000000	{"count": 1}
EventTime:2017-09-25 18:32:30.000000	{"count": 1}
EventTime:2017-09-25 18:32:35.000000	{"count": 1}
EventTime:2017-09-25 18:34:56.000000	{"count": 1}
EventTime:2017-09-25 18:35:11.000000	{"count": 1}
EventTime:2017-09-25 18:35:22.000000	{"count": 1}
EventTime:2017-09-25 18:35:31.000000	{"count": 1}
EventTime:2017-09-25 18:36:07.000000	{"count": 2}
EventTime:2017-09-25 18:36:23.000000	{"count": 2}
EventTime:2017-09-25 18:36:25.000000	{"count": 1}
EventTime:2017-09-25 18:36:29.000000	{"count": 1}
EventTime:2017-09-25 18:36:30.000000	{"count": 1}
EventTime:2017-09-25 18:36:32.000000	{"count": 2}
EventTime:2017-09-25 18:36:34.000000	{"count": 1}
EventTime:2017-09-25 18:36:35.000000	{"count": 1}
EventTime:2017-09-25 18:36:36.000000	{"count": 1}
EventTime:2017-09-25 18:36:51.000000	{"count": 1}
EventTime:2017-09-25 18:37:00.000000	{"count": 2}
EventTime:2017-09-25 18:37:02.000000	{"count": 1}
EventTime:2017-09-25 18:37:07.000000	{"count": 1}
EventTime:2017-09-25 18:37:16.000000	{"count": 1}
EventTime:2017-09-25 18:37:20.000000	{"count": 1}
EventTime:2017-09-25 18:37:22.000000	{"count": 1}
EventTime:2017-09-25 18:37:23.000000	{"count": 1}
EventTime:2017-09-25 18:37:49.000000	{"count": 1}
EventTime:2017-09-25 18:38:07.000000	{"count": 1}
EventTime:2017-09-25 18:38:21.000000	{"count": 1}
EventTime:2017-09-25 18:38:25.000000	{"count": 1}
EventTime:2017-09-25 18:38:27.000000	{"count": 1}
EventTime:2017-09-25 18:39:33.000000	{"count": 1}
EventTime:2017-09-25 18:39:34.000000	{"count": 1}
EventTime:2017-09-25 18:41:52.000000	{"count": 2}
EventTime:2017-09-25 18:42:03.000000	{"count": 1}
EventTime:2017-09-25 18:42:35.000000	{"count": 1}
EventTime:2017-09-25 18:42:36.000000	{"count": 2}
EventTime:2017-09-25 18:42:37.000000	{"count": 1}
EventTime:2017-09-25 18:43:01.000000	{"count": 1}
EventTime:2017-09-25 18:43:03.000000	{"count": 1}
EventTime:2017-09-25 18:43:13.000000	{"count": 1}
EventTime:2017-09-25 18:43:14.000000	{"count": 2}
EventTime:2017-09-25 18:43:15.000000	{"count": 1}
EventTime:2017-09-25 18:43:16.000000	{"count": 1}
EventTime:2017-09-25 18:44:03.000000	{"count": 1}
EventTime:2017-09-25 18:44:17.000000	{"count": 1}
EventTime:2017-09-25 18:44:24.000000	{"count": 1}
EventTime:2017-09-25 18:44:25.000000	{"count": 1}
EventTime:2017-09-25 18:44:38.000000	{"count": 1}
EventTime:2017-09-25 18:44:40.000000	{"count": 1}
EventTime:2017-09-25 18:44:58.000000	{"count": 1}
EventTime:2017-09-25 18:45:26.000000	{"count": 1}
EventTime:2017-09-25 18:45:33.000000	{"count": 1}
EventTime:2017-09-25 18:46:23.000000	{"count": 1}
EventTime:2017-09-25 18:47:24.000000	{"count": 1}
EventTime:2017-09-25 18:47:40.000000	{"count": 1}
EventTime:2017-09-25 18:48:16.000000	{"count": 2}
EventTime:2017-09-25 18:48:28.000000	{"count": 1}
EventTime:2017-09-25 18:48:29.000000	{"count": 1}
EventTime:2017-09-25 18:48:31.000000	{"count": 1}
EventTime:2017-09-25 18:49:03.000000	{"count": 1}
EventTime:2017-09-25 18:49:04.000000	{"count": 2}
EventTime:2017-09-25 18:49:10.000000	{"count": 1}
EventTime:2017-09-25 18:49:12.000000	{"count": 1}
EventTime:2017-09-25 18:49:13.000000	{"count": 1}
EventTime:2017-09-25 18:49:15.000000	{"count": 1}
EventTime:2017-09-25 18:49:16.000000	{"count": 1}
EventTime:2017-09-25 18:49:20.000000	{"count": 1}
EventTime:2017-09-25 18:49:26.000000	{"count": 2}
EventTime:2017-09-25 18:49:27.000000	{"count": 1}
EventTime:2017-09-25 18:49:28.000000	{"count": 1}
EventTime:2017-09-25 18:49:32.000000	{"count": 1}
EventTime:2017-09-25 18:49:56.000000	{"count": 2}
EventTime:2017-09-25 18:50:00.000000	{"count": 1}
EventTime:2017-09-25 18:50:01.000000	{"count": 2}
EventTime:2017-09-25 18:50:12.000000	{"count": 3}
EventTime:2017-09-25 18:50:21.000000	{"count": 1}
EventTime:2017-09-25 18:50:25.000000	{"count": 1}
EventTime:2017-09-25 18:50:26.000000	{"count": 2}
EventTime:2017-09-25 18:50:30.000000	{"count": 1}
EventTime:2017-09-25 18:50:32.000000	{"count": 1}
EventTime:2017-09-25 18:50:47.000000	{"count": 1}
EventTime:2017-09-25 18:50:55.000000	{"count": 2}
EventTime:2017-09-25 18:50:57.000000	{"count": 3}
EventTime:2017-09-25 18:50:58.000000	{"count": 1}
EventTime:2017-09-25 18:50:59.000000	{"count": 2}
EventTime:2017-09-25 18:51:00.000000	{"count": 2}
EventTime:2017-09-25 18:51:01.000000	{"count": 2}
EventTime:2017-09-25 18:51:03.000000	{"count": 1}
EventTime:2017-09-25 18:51:05.000000	{"count": 1}
EventTime:2017-09-25 18:51:07.000000	{"count": 1}
EventTime:2017-09-25 18:51:08.000000	{"count": 1}
EventTime:2017-09-25 18:51:19.000000	{"count": 3}
EventTime:2017-09-25 18:51:20.000000	{"count": 3}
EventTime:2017-09-25 18:51:23.000000	{"count": 1}
EventTime:2017-09-25 18:51:26.000000	{"count": 1}
EventTime:2017-09-25 18:51:28.000000	{"count": 2}
EventTime:2017-09-25 18:51:31.000000	{"count": 2}
EventTime:2017-09-25 18:51:33.000000	{"count": 3}
EventTime:2017-09-25 18:51:34.000000	{"count": 1}
EventTime:2017-09-25 18:51:38.000000	{"count": 9}
EventTime:2017-09-25 18:51:41.000000	{"count": 3}
EventTime:2017-09-25 18:51:42.000000	{"count": 1}
EventTime:2017-09-25 18:51:45.000000	{"count": 1}
EventTime:2017-09-25 18:51:47.000000	{"count": 1}
EventTime:2017-09-25 18:51:52.000000	{"count": 1}
EventTime:2017-09-25 18:51:54.000000	{"count": 2}
EventTime:2017-09-25 18:51:56.000000	{"count": 1}
EventTime:2017-09-25 18:52:05.000000	{"count": 2}
EventTime:2017-09-25 18:52:06.000000	{"count": 1}
EventTime:2017-09-25 18:52:07.000000	{"count": 1}
EventTime:2017-09-25 18:52:08.000000	{"count": 1}
EventTime:2017-09-25 18:52:09.000000	{"count": 1}
EventTime:2017-09-25 18:52:10.000000	{"count": 2}
EventTime:2017-09-25 18:52:14.000000	{"count": 3}
EventTime:2017-09-25 18:52:15.000000	{"count": 1}
EventTime:2017-09-25 18:52:18.000000	{"count": 1}
EventTime:2017-09-25 18:52:21.000000	{"count": 1}
EventTime:2017-09-25 18:52:22.000000	{"count": 2}
EventTime:2017-09-25 18:52:25.000000	{"count": 3}
EventTime:2017-09-25 18:52:26.000000	{"count": 1}
EventTime:2017-09-25 18:52:28.000000	{"count": 1}
EventTime:2017-09-25 18:52:31.000000	{"count": 2}
EventTime:2017-09-25 18:52:34.000000	{"count": 1}
EventTime:2017-09-25 18:52:35.000000	{"count": 1}
EventTime:2017-09-25 18:52:36.000000	{"count": 5}
EventTime:2017-09-25 18:52:47.000000	{"count": 1}
EventTime:2017-09-25 18:52:49.000000	{"count": 1}
EventTime:2017-09-25 18:52:58.000000	{"count": 1}
EventTime:2017-09-25 18:53:02.000000	{"count": 1}
EventTime:2017-09-25 18:53:07.000000	{"count": 2}
EventTime:2017-09-25 18:53:09.000000	{"count": 1}
EventTime:2017-09-25 18:53:57.000000	{"count": 1}
EventTime:2017-09-25 18:54:07.000000	{"count": 1}
EventTime:2017-09-25 18:54:08.000000	{"count": 1}
EventTime:2017-09-25 18:54:18.000000	{"count": 2}
EventTime:2017-09-25 18:54:19.000000	{"count": 1}
EventTime:2017-09-25 18:54:29.000000	{"count": 1}
EventTime:2017-09-25 18:54:32.000000	{"count": 1}
EventTime:2017-09-25 18:54:34.000000	{"count": 2}
EventTime:2017-09-25 18:55:34.000000	{"count": 2}
EventTime:2017-09-25 18:55:38.000000	{"count": 1}
EventTime:2017-09-25 18:57:23.000000	{"count": 2}
EventTime:2017-09-25 18:57:37.000000	{"count": 1}
EventTime:2017-09-25 18:57:46.000000	{"count": 1}
EventTime:2017-09-25 19:00:02.000000	{"count": 2}
EventTime:2017-09-25 19:00:15.000000	{"count": 1}
EventTime:2017-09-25 19:00:27.000000	{"count": 2}
EventTime:2017-09-25 19:00:35.000000	{"count": 1}
EventTime:2017-09-25 19:00:56.000000	{"count": 1}
EventTime:2017-09-25 19:01:06.000000	{"count": 1}
EventTime:2017-09-25 19:01:10.000000	{"count": 1}
EventTime:2017-09-25 19:01:11.000000	{"count": 1}
EventTime:2017-09-25 19:02:56.000000	{"count": 2}
EventTime:2017-09-25 19:05:48.000000	{"count": 2}
EventTime:2017-09-25 19:05:51.000000	{"count": 1}
EventTime:2017-09-25 19:05:59.000000	{"count": 2}
EventTime:2017-09-25 19:06:10.000000	{"count": 2}
EventTime:2017-09-25 19:06:13.000000	{"count": 1}
EventTime:2017-09-25 19:06:16.000000	{"count": 1}
EventTime:2017-09-25 19:06:21.000000	{"count": 1}
EventTime:2017-09-25 19:06:24.000000	{"count": 1}
EventTime:2017-09-25 19:06:32.000000	{"count": 1}
EventTime:2017-09-25 19:06:33.000000	{"count": 1}
EventTime:2017-09-25 19:06:36.000000	{"count": 1}
EventTime:2017-09-25 19:07:06.000000	{"count": 2}
EventTime:2017-09-25 19:09:04.000000	{"count": 2}
EventTime:2017-09-25 19:09:26.000000	{"count": 2}
EventTime:2017-09-25 19:09:34.000000	{"count": 1}
EventTime:2017-09-25 19:09:47.000000	{"count": 1}
EventTime:2017-09-25 19:09:59.000000	{"count": 1}
EventTime:2017-09-25 19:10:44.000000	{"count": 1}
EventTime:2017-09-25 19:10:57.000000	{"count": 1}
EventTime:2017-09-25 19:11:53.000000	{"count": 1}
EventTime:2017-09-25 19:11:56.000000	{"count": 1}
EventTime:2017-09-25 19:11:57.000000	{"count": 2}
EventTime:2017-09-25 19:12:02.000000	{"count": 1}
EventTime:2017-09-25 19:14:05.000000	{"count": 2}
EventTime:2017-09-25 19:14:14.000000	{"count": 2}
EventTime:2017-09-25 19:14:15.000000	{"count": 1}
EventTime:2017-09-25 19:14:20.000000	{"count": 1}
EventTime:2017-09-25 19:14:21.000000	{"count": 2}
EventTime:2017-09-25 19:14:23.000000	{"count": 1}
EventTime:2017-09-25 19:14:26.000000	{"count": 1}
EventTime:2017-09-25 19:14:28.000000	{"count": 1}
EventTime:2017-09-25 19:14:29.000000	{"count": 1}
EventTime:2017-09-25 19:14:40.000000	{"count": 1}
EventTime:2017-09-25 19:14:41.000000	{"count": 1}
EventTime:2017-09-25 19:14:52.000000	{"count": 1}
EventTime:2017-09-25 19:14:59.000000	{"count": 1}
EventTime:2017-09-25 19:15:01.000000	{"count": 1}
EventTime:2017-09-25 19:15:18.000000	{"count": 2}
EventTime:2017-09-25 19:15:20.000000	{"count": 1}
EventTime:2017-09-25 19:15:21.000000	{"count": 1}
EventTime:2017-09-25 19:15:31.000000	{"count": 1}
EventTime:2017-09-25 19:15:39.000000	{"count": 1}
EventTime:2017-09-25 19:16:15.000000	{"count": 1}
EventTime:2017-09-25 19:16:22.000000	{"count": 1}
EventTime:2017-09-25 19:16:26.000000	{"count": 1}
EventTime:2017-09-25 19:16:29.000000	{"count": 1}
EventTime:2017-09-25 19:17:02.000000	{"count": 1}
EventTime:2017-09-25 19:17:03.000000	{"count": 1}
EventTime:2017-09-25 19:18:07.000000	{"count": 2}
EventTime:2017-09-25 19:20:16.000000	{"count": 2}
EventTime:2017-09-25 19:20:23.000000	{"count": 2}
EventTime:2017-09-25 19:22:59.000000	{"count": 3}
EventTime:2017-09-25 19:23:01.000000	{"count": 1}
EventTime:2017-09-25 19:23:27.000000	{"count": 1}
EventTime:2017-09-25 19:23:36.000000	{"count": 1}
EventTime:2017-09-25 19:23:46.000000	{"count": 1}
EventTime:2017-09-25 19:23:51.000000	{"count": 1}
EventTime:2017-09-25 19:23:54.000000	{"count": 1}
EventTime:2017-09-25 19:23:56.000000	{"count": 1}
EventTime:2017-09-25 19:23:57.000000	{"count": 1}
EventTime:2017-09-25 19:24:57.000000	{"count": 2}
EventTime:2017-09-25 19:24:59.000000	{"count": 2}
EventTime:2017-09-25 19:25:14.000000	{"count": 1}
EventTime:2017-09-25 19:25:15.000000	{"count": 1}
EventTime:2017-09-25 19:25:31.000000	{"count": 1}
EventTime:2017-09-25 19:31:38.000000	{"count": 2}
EventTime:2017-09-25 19:31:41.000000	{"count": 1}
EventTime:2017-09-25 19:31:49.000000	{"count": 1}
EventTime:2017-09-25 19:31:50.000000	{"count": 1}
EventTime:2017-09-25 19:31:51.000000	{"count": 1}
EventTime:2017-09-25 19:31:52.000000	{"count": 1}
EventTime:2017-09-25 19:31:53.000000	{"count": 1}
EventTime:2017-09-25 19:31:58.000000	{"count": 1}
EventTime:2017-09-25 19:33:25.000000	{"count": 2}
EventTime:2017-09-25 19:33:43.000000	{"count": 1}
EventTime:2017-09-25 19:34:38.000000	{"count": 2}
EventTime:2017-09-25 19:34:39.000000	{"count": 1}
EventTime:2017-09-25 19:34:41.000000	{"count": 1}
EventTime:2017-09-25 19:34:43.000000	{"count": 2}
EventTime:2017-09-25 19:34:54.000000	{"count": 1}
EventTime:2017-09-25 19:34:55.000000	{"count": 1}
EventTime:2017-09-25 19:34:57.000000	{"count": 1}
EventTime:2017-09-25 19:35:00.000000	{"count": 1}
EventTime:2017-09-25 19:35:01.000000	{"count": 2}
EventTime:2017-09-25 19:35:02.000000	{"count": 1}
EventTime:2017-09-25 19:35:06.000000	{"count": 1}
EventTime:2017-09-25 19:35:08.000000	{"count": 1}
EventTime:2017-09-25 19:35:12.000000	{"count": 2}
EventTime:2017-09-25 19:35:13.000000	{"count": 1}
EventTime:2017-09-25 19:35:14.000000	{"count": 1}
EventTime:2017-09-25 19:35:15.000000	{"count": 1}
EventTime:2017-09-25 19:35:20.000000	{"count": 2}
EventTime:2017-09-25 19:35:21.000000	{"count": 2}
EventTime:2017-09-25 19:35:25.000000	{"count": 3}
EventTime:2017-09-25 19:41:52.000000	{"count": 2}
EventTime:2017-09-25 19:41:55.000000	{"count": 1}
EventTime:2017-09-25 19:41:57.000000	{"count": 2}
EventTime:2017-09-25 19:42:03.000000	{"count": 1}
EventTime:2017-09-25 19:42:12.000000	{"count": 1}
EventTime:2017-09-25 19:42:17.000000	{"count": 1}
EventTime:2017-09-25 19:42:18.000000	{"count": 1}
EventTime:2017-09-25 19:42:20.000000	{"count": 1}
EventTime:2017-09-25 19:42:21.000000	{"count": 1}
EventTime:2017-09-25 19:42:26.000000	{"count": 1}
EventTime:2017-09-25 19:42:36.000000	{"count": 2}
EventTime:2017-09-25 19:42:41.000000	{"count": 1}
EventTime:2017-09-25 19:42:47.000000	{"count": 1}
EventTime:2017-09-25 19:45:13.000000	{"count": 5}
EventTime:2017-09-25 19:47:18.000000	{"count": 2}
EventTime:2017-09-25 19:47:26.000000	{"count": 1}
EventTime:2017-09-25 19:47:30.000000	{"count": 1}
EventTime:2017-09-25 19:47:34.000000	{"count": 1}
EventTime:2017-09-25 19:47:36.000000	{"count": 2}
EventTime:2017-09-25 19:47:44.000000	{"count": 1}
EventTime:2017-09-25 19:50:52.000000	{"count": 2}
EventTime:2017-09-25 19:51:27.000000	{"count": 1}
EventTime:2017-09-25 19:51:34.000000	{"count": 3}
EventTime:2017-09-25 19:51:36.000000	{"count": 1}
EventTime:2017-09-25 19:52:41.000000	{"count": 1}
EventTime:2017-09-25 19:52:42.000000	{"count": 1}
EventTime:2017-09-25 19:54:14.000000	{"count": 2}
EventTime:2017-09-25 19:54:44.000000	{"count": 1}
EventTime:2017-09-25 19:54:52.000000	{"count": 1}
EventTime:2017-09-25 19:54:54.000000	{"count": 1}
EventTime:2017-09-25 19:54:55.000000	{"count": 1}
EventTime:2017-09-25 19:55:06.000000	{"count": 1}
EventTime:2017-09-25 19:55:07.000000	{"count": 1}
EventTime:2017-09-25 19:55:14.000000	{"count": 1}
EventTime:2017-09-25 19:55:16.000000	{"count": 2}
EventTime:2017-09-25 19:55:19.000000	{"count": 2}
EventTime:2017-09-25 19:57:13.000000	{"count": 2}
EventTime:2017-09-25 19:57:15.000000	{"count": 1}
EventTime:2017-09-25 19:57:18.000000	{"count": 1}
EventTime:2017-09-25 19:57:27.000000	{"count": 1}
EventTime:2017-09-25 19:59:57.000000	{"count": 3}
EventTime:2017-09-25 19:59:58.000000	{"count": 1}
EventTime:2017-09-25 20:00:00.000000	{"count": 1}
EventTime:2017-09-25 20:00:11.000000	{"count": 1}
EventTime:2017-09-25 20:00:59.000000	{"count": 2}
EventTime:2017-09-25 20:04:24.000000	{"count": 2}
EventTime:2017-09-25 20:04:30.000000	{"count": 1}
EventTime:2017-09-25 20:04:45.000000	{"count": 1}
EventTime:2017-09-25 20:04:56.000000	{"count": 1}
EventTime:2017-09-25 20:05:13.000000	{"count": 1}
EventTime:2017-09-25 20:05:17.000000	{"count": 1}
EventTime:2017-09-25 20:06:40.000000	{"count": 2}
EventTime:2017-09-25 20:06:51.000000	{"count": 1}
EventTime:2017-09-25 20:07:26.000000	{"count": 1}
EventTime:2017-09-25 20:07:39.000000	{"count": 1}
EventTime:2017-09-25 20:07:58.000000	{"count": 1}
EventTime:2017-09-25 20:08:04.000000	{"count": 1}
EventTime:2017-09-25 20:08:10.000000	{"count": 1}
EventTime:2017-09-25 20:08:17.000000	{"count": 3}
EventTime:2017-09-25 20:08:18.000000	{"count": 1}
EventTime:2017-09-25 20:12:20.000000	{"count": 3}
EventTime:2017-09-25 20:12:22.000000	{"count": 1}
EventTime:2017-09-25 20:12:42.000000	{"count": 1}
EventTime:2017-09-25 20:13:34.000000	{"count": 2}
EventTime:2017-09-25 20:13:35.000000	{"count": 1}
EventTime:2017-09-25 20:13:36.000000	{"count": 1}
EventTime:2017-09-25 20:13:41.000000	{"count": 1}
EventTime:2017-09-25 20:13:47.000000	{"count": 1}
EventTime:2017-09-25 20:13:58.000000	{"count": 2}
EventTime:2017-09-25 20:14:01.000000	{"count": 1}
EventTime:2017-09-25 20:14:23.000000	{"count": 2}
EventTime:2017-09-25 20:15:36.000000	{"count": 2}
EventTime:2017-09-25 20:18:17.000000	{"count": 2}
EventTime:2017-09-25 20:18:26.000000	{"count": 1}
EventTime:2017-09-25 20:18:38.000000	{"count": 1}
EventTime:2017-09-25 20:18:40.000000	{"count": 1}
EventTime:2017-09-25 20:19:04.000000	{"count": 1}
EventTime:2017-09-25 20:19:09.000000	{"count": 1}
EventTime:2017-09-25 20:22:39.000000	{"count": 2}
EventTime:2017-09-25 20:22:46.000000	{"count": 1}
EventTime:2017-09-25 20:22:56.000000	{"count": 1}
EventTime:2017-09-25 20:23:05.000000	{"count": 1}
EventTime:2017-09-25 20:23:11.000000	{"count": 1}
EventTime:2017-09-25 20:23:13.000000	{"count": 1}
EventTime:2017-09-25 20:23:24.000000	{"count": 1}
EventTime:2017-09-25 20:26:58.000000	{"count": 2}
EventTime:2017-09-25 20:27:06.000000	{"count": 1}
EventTime:2017-09-25 20:27:08.000000	{"count": 1}
EventTime:2017-09-25 20:27:09.000000	{"count": 1}
EventTime:2017-09-25 20:27:10.000000	{"count": 1}
EventTime:2017-09-25 20:27:29.000000	{"count": 1}
EventTime:2017-09-25 20:27:30.000000	{"count": 1}
EventTime:2017-09-25 20:27:33.000000	{"count": 1}
EventTime:2017-09-25 20:28:08.000000	{"count": 1}
EventTime:2017-09-25 20:28:11.000000	{"count": 1}
EventTime:2017-09-25 20:28:14.000000	{"count": 1}
EventTime:2017-09-25 20:28:18.000000	{"count": 1}
EventTime:2017-09-25 20:28:33.000000	{"count": 2}
EventTime:2017-09-25 20:28:37.000000	{"count": 1}
EventTime:2017-09-25 20:28:39.000000	{"count": 1}
EventTime:2017-09-25 20:28:46.000000	{"count": 1}
EventTime:2017-09-25 20:28:47.000000	{"count": 1}
EventTime:2017-09-25 20:28:48.000000	{"count": 1}
EventTime:2017-09-25 20:28:58.000000	{"count": 1}
EventTime:2017-09-25 20:28:59.000000	{"count": 1}
EventTime:2017-09-25 20:29:01.000000	{"count": 1}
EventTime:2017-09-25 20:29:02.000000	{"count": 2}
EventTime:2017-09-25 20:29:04.000000	{"count": 2}
EventTime:2017-09-25 20:29:05.000000	{"count": 1}
EventTime:2017-09-25 20:29:09.000000	{"count": 1}
